철도운영기관,선명,역명,상하행구분,출입구번호,상세위치,시작층,종료층
서울교통공사,3호선,대치,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,대치,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,대치,하행,,(F1) ,지상1층,지하3층
서울교통공사,3호선,대치,상행,,(B3) 1-1,지하3층,지하1층
서울교통공사,3호선,도곡,하행,,(B2),지하2층,지하4층
서울교통공사,3호선,도곡,상행,,(B4) 4-1,지하4층,지하2층
서울교통공사,3호선,도곡,하행,,(B2),지하2층,지하4층
서울교통공사,3호선,도곡,상행,,(B4) 7-4,지하4층,지하2층
서울교통공사,3호선,도곡,상행,,(B4) 7-4,지하4층,지하2층
서울교통공사,3호선,도곡,하행,,(B2),지하2층,지하4층
서울교통공사,3호선,도곡,상행,,(B4) 4-1,지하4층,지하2층
서울교통공사,3호선,도곡,하행,,(B2),지하2층,지하4층
서울교통공사,3호선,독립문,상행,3,(B1)3-1번 출입구 방면 ,지하1층,지상1층
서울교통공사,3호선,독립문,하행,3,(F1)3-1번 출입구 방면 ,지상1층,지하1층
서울교통공사,3호선,독립문,상행,,(B2) 4-1,지하2층,지하3층
서울교통공사,3호선,독립문,상행,,(B1)X-13 기둥 뒤쪽,지하1층,지하2층
서울교통공사,3호선,독립문,하행,,(B2)X-13 기둥 뒤쪽,지하2층,지하1층
서울교통공사,3호선,독립문,상행,,(B2) 7-1,지하2층,지하3층
서울교통공사,3호선,동대입구,하행,6,(F1)6번 출입구 방면,지상1층,지하2층
서울교통공사,3호선,동대입구,상행,6,(B2)6번 출입구 방면,지하2층,지상1층
서울교통공사,3호선,동대입구,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,동대입구,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,매봉,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,매봉,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,매봉,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,매봉,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,불광,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,불광,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,수서,하행,6,(F1)6번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,수서,상행,6,(B1)6번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,수서,하행,,(B2),지하2층,지하1층
서울교통공사,3호선,수서,상행,,(B1),지하1층,지하2층
서울교통공사,3호선,수서,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,수서,상행,,(B1),지하1층,지하2층
서울교통공사,3호선,수서,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,수서,상행,6,(B1)6번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,수서,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,수서,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,수서,하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,수서,하행,,(B2),지하2층,지하1층
서울교통공사,3호선,신사,하행,8,(F1)8번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,신사,상행,8,(B1)8번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,신사,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,신사,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,신사,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,신사,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,안국,하행,,(B2),지하2층,지하3층
서울교통공사,3호선,안국,상행,,(B4) 4-3,지하4층,지하3층
서울교통공사,3호선,안국,하행,,(B2),지하2층,지하3층
서울교통공사,3호선,안국,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,안국,상행,,(B4) 7-1,지하4층,지하3층
서울교통공사,3호선,안국,상행,,(B3)X-25 기둥 뒤쪽 ,지하3층,지하2층
서울교통공사,3호선,안국,하행,,(B2)X-25 기둥 뒤쪽 ,지하2층,지하3층
서울교통공사,3호선,안국,상행,,(B3)X-14 기둥 뒤쪽 ,지하3층,지하2층
서울교통공사,3호선,안국,하행,,(B2)X-14 기둥 뒤쪽 ,지하2층,지하3층
서울교통공사,3호선,안국,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,압구정,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,압구정,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,압구정,상행,3,(B2)3번 출입구 방면,지하2층,지하1층
서울교통공사,3호선,압구정,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,압구정,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,압구정,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,압구정,상행,3,(F1)3번 출입구 방면,지상1층,지상2층
서울교통공사,3호선,압구정,상행,6,(B1)6번 출입구 방면-1,지하1층,지상1층
서울교통공사,3호선,압구정,하행,6,(F1)6번 출입구 방면-2,지상1층,지하1층
서울교통공사,3호선,약수,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,약수,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,양재(서초구청),상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,양재(서초구청),하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,연신내,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,연신내,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,연신내,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,연신내,하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,오금,하행,,(B2),지하2층,지하3층
서울교통공사,3호선,오금,하행,,(B1),지하1층,지하3층
서울교통공사,3호선,오금,하행,,(B1),지하1층,지하3층
서울교통공사,3호선,오금,상행,,(B3) 2-2,지하3층,지하2층
서울교통공사,3호선,오금,하행,,(B2),지하2층,지하3층
서울교통공사,3호선,오금,상행,,(B3) 7-3,지하3층,지하1층
서울교통공사,3호선,오금,하행,,(B2),지하2층,지하3층
서울교통공사,3호선,오금,상행,,(B3) 9-3,지하3층,지하2층
서울교통공사,3호선,오금,하행,,(B1)환승 ,지하1층,지하2층
서울교통공사,3호선,오금,상행,,(B3) 4-2,지하3층,지하1층
서울교통공사,3호선,오금,상행,,(B3) 4-4,지하3층,지하2층
서울교통공사,3호선,오금,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,오금,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,오금,상행,,(B2)환승 ,지하2층,지하1층
서울교통공사,3호선,오금,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,옥수,상행,4,(F1)4번 출입구 방면,지상1층,지상2층
서울교통공사,3호선,옥수,하행,4,(F2)4번 출입구 방면,지상2층,지상1층
서울교통공사,3호선,을지로3가,상행,,(B3) 4-4,지하3층,지하2층
서울교통공사,3호선,을지로3가,상행,,(B3) 7-2,지하3층,지하2층
서울교통공사,3호선,일원,하행,6,(B1)6번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,일원,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,일원,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,일원,상행,6,(F1)6번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,일원,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,3호선,일원,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,3호선,종로3가,하행,,(B1)3/5연결통로 ,지하1층,지하3층
서울교통공사,3호선,종로3가,상행,,(B4)1호선연결통로 ,지하4층,지하2층
서울교통공사,3호선,종로3가,하행,,(B2)3호선연결통로 ,지하2층,지하4층
서울교통공사,3호선,종로3가,상행,,(B3)3/5연결통로 ,지하3층,지하1층
서울교통공사,3호선,종로3가,하행,,(B1)3호선연결통 ,지하1층,지하3층
서울교통공사,3호선,종로3가,상행,,(B3),지하3층,지하1층
서울교통공사,3호선,학여울,하행,,(B2)B3(대) ,지하2층,지하3층
서울교통공사,3호선,학여울,상행,,(B3)B3(대) ,지하3층,지하2층
서울교통공사,4호선,길음,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,길음,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,길음,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,남태령,상행,,(B3) 8-3,지하3층,지하2층
서울교통공사,4호선,남태령,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,노원,하행,1,(F2)1번 출입구 방면,지상2층,지상1층
서울교통공사,4호선,노원,상행,1,(F1)1번 출입구 방면,지상1층,지상2층
서울교통공사,4호선,동대문,상행,,(B4)노원방향  8-2,지하4층,지하2층
서울교통공사,4호선,동대문,하행,,(B1)4호선연결 ,지하1층,지하2층
서울교통공사,4호선,동대문,하행,,(B2),지하2층,지하4층
서울교통공사,4호선,동대문,하행,8,(F1)8번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,동대문,상행,,(B2)1호선연결 ,지하2층,지하1층
서울교통공사,4호선,동대문,상행,,(B4)노원방향  4-1,지하4층,지하2층
서울교통공사,4호선,동대문,하행,,(B2),지하2층,지하4층
서울교통공사,4호선,동대문,상행,8,(B1)8번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,동대문,하행,9,(F1)9번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,동대문,상행,9,(B1)9번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,동대문역사문화공원,하행,,(B1),지하1층,지하3층
서울교통공사,4호선,동대문역사문화공원,상행,,(B3) 3-1,지하3층,지하1층
서울교통공사,4호선,동대문역사문화공원,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,동대문역사문화공원,상행,,(B3) 6-3,지하3층,지하2층
서울교통공사,4호선,동대문역사문화공원,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,동대문역사문화공원,상행,,(B3) 9-1,지하3층,지하2층
서울교통공사,4호선,명동,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,명동,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,명동,상행,,(B3)B계단 옆,지하3층,지하2층
서울교통공사,4호선,명동,하행,,(B2)A계단 옆,지하2층,지하3층
서울교통공사,4호선,명동,하행,,(B2)B계단 옆,지하2층,지하3층
서울교통공사,4호선,미아,상행,6,(B1)6번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,미아,하행,6,(F1)6번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,미아,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,미아,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,미아,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,미아,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,미아사거리,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,미아사거리,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,사당,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,사당,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,사당,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,사당,상행,9,(B1)9번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,사당,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,사당,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,사당,하행,9,(F1)9번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,삼각지,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,삼각지,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,삼각지,하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,삼각지,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,상계,상행,1,(F1)1번 출입구 방면측 ,지상1층,지상2층
서울교통공사,4호선,상계,하행,1,(F2)1번 출입구 방면측 ,지상2층,지상1층
서울교통공사,4호선,서울역,상행,9,(B1)9-1번 출입구 방면(교통섬) ,지하1층,지상1층
서울교통공사,4호선,서울역,하행,9,(F1)9-1번 출입구 방면(교통섬) ,지상1층,지하1층
서울교통공사,4호선,서울역,하행,,(연결통로),,
서울교통공사,4호선,서울역,상행,,(연결통로)당고개방향  1-1,,
서울교통공사,4호선,성신여대입구(돈암),하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,성신여대입구(돈암),상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,성신여대입구(돈암),상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,성신여대입구(돈암),하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,수유(강북구청),상행,8,(B1)8번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,수유(강북구청),하행,8,(F1)8번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,수유(강북구청),상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,수유(강북구청),하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,신용산,하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,신용산,상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,신용산,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,신용산,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,신용산,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,신용산,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,신용산,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,신용산,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,신용산,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,쌍문,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,쌍문,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,쌍문,하행,4,(F1)4번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,쌍문,상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,쌍문,하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,쌍문,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,이촌(국립중앙박물관),상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,이촌(국립중앙박물관),하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,이촌(국립중앙박물관),하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,이촌(국립중앙박물관),상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,창동,하행,2,(F2)2번 출입구 방면-1,지상2층,지상1층
서울교통공사,4호선,창동,상행,1,(F1)1번 출입구 방면-4,지상1층,지상2층
서울교통공사,4호선,창동,하행,1,(F1)1번 출입구 방면-3,지상1층,지상2층
서울교통공사,4호선,창동,상행,1,(F1)1번 출입구 방면,지상1층,지상2층
서울교통공사,4호선,창동,상행,2,(F2)2번 출입구 방면-2,지상2층,지상1층
서울교통공사,4호선,창동,하행,1,(F2)1번 출입구 방면,지상2층,지상1층
서울교통공사,4호선,총신대입구(이수),하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,총신대입구(이수),상행,14,(B1)14번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,총신대입구(이수),하행,14,(F1)14번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,총신대입구(이수),상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,충무로,하행,,(B1)X-10 기둥 우측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-10 기둥 우측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-27 기둥 좌측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-27 기둥 좌측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-27 기둥 우측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-27 기둥 우측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-10 기둥 좌측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-10 기둥 좌측,지하2층,지하1층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 좌측,지하4층,지하2층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 좌측,지하4층,지하2층
서울교통공사,4호선,충무로,하행,,(B2)3호선환승(휠체어) 우측,지하2층,지하4층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 우측,지하4층,지하2층
서울교통공사,4호선,충무로,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,충무로,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,충무로,상행,,(B3) 4-2,지하3층,지하2층
서울교통공사,4호선,충무로,상행,,(B3) 4-2,지하3층,지하2층
서울교통공사,4호선,충무로,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,충무로,상행,,(B3) 6-3,지하3층,지하2층
서울교통공사,4호선,충무로,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,충무로,상행,,(B3) 5-2,지하3층,지하2층
서울교통공사,4호선,충무로,상행,,(B3) 7-2,지하3층,지하2층
서울교통공사,4호선,한성대입구(삼선교),상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,한성대입구(삼선교),하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,혜화,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,회현(남대문시장),하행,,(B2) ,지하2층,지하4층
서울교통공사,4호선,회현(남대문시장),상행,,(B4) 4-4,지하4층,지하2층
서울교통공사,4호선,회현(남대문시장),하행,,(B2),지하2층,지하4층
서울교통공사,4호선,회현(남대문시장),상행,,(B3)A계단 옆,지하3층,지하2층
서울교통공사,4호선,회현(남대문시장),하행,,(B2)A계단 옆,지하2층,지하3층
서울교통공사,4호선,회현(남대문시장),상행,,(B4) 9-4,지하4층,지하2층
